sample_id,cluster_label
0,2
1,3
2,1
3,0
4,2
5,1
6,3
7,0
8,0
9,0
10,2
11,1
12,3
13,3
14,0
15,0
16,3
17,1
18,0
19,2
20,0
21,0
22,2
23,1
24,2
25,1
26,1
27,2
28,3
29,2
30,3
31,3
32,1
33,3
34,1
35,2
36,2
37,0
38,2
39,0
40,0
41,3
42,3
43,1
44,2
45,3
46,3
47,0
48,0
49,0
50,1
51,3
52,3
53,1
54,2
55,2
56,1
57,3
58,3
59,3
60,2
61,0
62,2
63,1
64,2
65,2
66,3
67,3
68,3
69,3
70,2
71,2
72,2
73,3
74,1
75,2
76,3
77,3
78,0
79,0
80,0
81,1
82,2
83,3
84,0
85,3
86,0
87,2
88,1
89,3
90,1
91,0
92,1
93,1
94,1
95,1
96,2
97,0
98,3
99,3
100,2
101,2
102,3
103,1
104,1
105,3
106,3
107,0
108,2
109,3
110,3
111,0
112,0
113,2
114,1
115,2
116,0
117,0
118,1
119,3
120,1
121,3
122,3
123,1
124,2
125,3
126,1
127,3
128,1
129,1
130,2
131,0
132,3
133,0
134,3
135,1
136,2
137,1
138,3
139,2
140,1
141,3
142,0
143,3
144,1
145,0
146,2
147,2
148,2
149,0
150,2
151,2
152,0
153,3
154,3
155,2
156,1
157,3
158,2
159,3
160,1
161,0
162,0
163,1
164,0
165,3
166,1
167,1
168,1
169,2
170,3
171,0
172,1
173,3
174,0
175,0
176,0
177,1
178,3
179,3
180,3
181,0
182,1
183,1
184,3
185,3
186,2
187,3
188,2
189,1
190,1
191,1
192,2
193,3
194,0
195,0
196,1
197,2
198,3
199,2
200,3
201,2
202,2
203,2
204,1
205,0
206,3
207,0
208,1
209,3
210,3
211,3
212,2
213,3
214,3
215,0
216,0
217,2
218,3
219,1
220,0
221,2
222,3
223,2
224,2
225,0
226,2
227,2
228,1
229,0
230,3
231,2
232,3
233,0
234,2
235,2
236,0
237,1
238,2
239,3
240,1
241,2
242,2
243,3
244,3
245,3
246,2
247,2
248,0
249,0
250,3
251,3
252,2
253,3
254,1
255,0
256,3
257,0
258,2
259,1
260,1
261,2
262,3
263,0
264,2
265,1
266,1
267,1
268,0
269,3
270,1
271,2
272,1
273,3
274,3
275,1
276,3
277,0
278,1
279,1
280,1
281,1
282,2
283,2
284,1
285,2
286,2
287,3
288,3
289,2
290,1
291,2
292,3
293,0
294,3
295,1
296,2
297,2
298,0
299,1
300,1
301,3
302,1
303,0
304,2
305,0
306,3
307,2
308,3
309,2
310,1
311,0
312,3
313,1
314,1
315,0
316,1
317,3
318,1
319,0
320,2
321,1
322,2
323,1
324,1
325,0
326,0
327,3
328,0
329,1
330,2
331,3
332,3
333,1
334,1
335,0
336,3
337,1
338,2
339,2
340,3
341,3
342,2
343,0
344,2
345,1
346,0
347,3
348,1
349,1
350,3
351,1
352,1
353,1
354,0
355,1
356,2
357,1
358,1
359,2
360,1
361,0
362,2
363,1
364,3
365,1
366,2
367,1
368,1
369,0
370,1
371,3
372,0
373,2
374,1
375,3
376,0
377,3
378,3
379,2
380,3
381,1
382,0
383,2
384,3
385,0
386,2
387,0
388,1
389,0
390,3
391,1
392,2
393,2
394,0
395,0
396,0
397,2
398,0
399,0
400,2
401,3
402,2
403,0
404,1
405,1
406,2
407,2
408,2
409,2
410,2
411,3
412,2
413,0
414,0
415,1
416,2
417,2
418,0
419,3
420,1
421,3
422,0
423,0
424,3
425,2
426,1
427,3
428,2
429,2
430,2
431,1
432,2
433,1
434,2
435,1
436,3
437,0
438,0
439,3
440,0
441,3
442,1
443,1
444,1
445,2
446,0
447,0
448,1
449,0
450,2
451,3
452,2
453,1
454,3
455,0
456,1
457,2
458,0
459,2
460,0
461,3
462,0
463,0
464,3
465,0
466,3
467,1
468,0
469,0
470,0
471,2
472,2
473,2
474,3
475,1
476,1
477,2
478,3
479,0
480,3
481,0
482,2
483,1
484,0
485,2
486,1
487,1
488,2
489,3
490,3
491,2
492,0
493,1
494,2
495,2
496,3
497,2
498,1
499,3
500,0
501,1
502,1
503,1
504,3
505,3
506,2
507,0
508,0
509,2
510,3
511,3
512,2
513,0
514,2
515,1
516,0
517,2
518,1
519,0
520,2
521,1
522,3
523,1
524,2
525,3
526,2
527,0
528,0
529,2
530,1
531,1
532,1
533,2
534,0
535,2
536,1
537,2
538,0
539,3
540,2
541,1
542,0
543,2
544,0
545,0
546,3
547,1
548,2
549,3
550,2
551,2
552,3
553,1
554,1
555,1
556,3
557,0
558,2
559,1
560,1
561,3
562,3
563,0
564,0
565,3
566,2
567,3
568,0
569,3
570,0
571,1
572,0
573,2
574,1
575,3
576,2
577,2
578,2
579,3
580,3
581,1
